reviewer_id,reviewer_name,listing_id,listing_name,review_month,recommendation_type
425576747,Rebecca,21439433,"Portland Classic - Parks, Eateries + Local Shops",10,Same listing is available again
425576747,Rebecca,1351601353530137088,La Casa Blanca - Sleeps 14 - 95 Walkscore,10,Similar listing by same host
425576747,Rebecca,45869511,"The Bohemian Spirit - Live Music, Eateries + Bars",10,Similar listing by same host
425576747,Rebecca,25052019,Modern Hawthorne Studio - Food Carts & Local Shops,10,Similar listing by same host
425576747,Rebecca,46374482,Historic Mississippi - Live Music & Local Shops,10,Similar listing by same host
425576747,Rebecca,20786008,"Sunnyside Wonderland - Coffee Shops, Bars & Parks",10,Similar listing by same host
425576747,Rebecca,45605210,Hipster Vibe Apartment - Food Carts & Live Music,10,Similar listing by same host
425576747,Rebecca,1249331361656505600,Luxury 2BR Mississisppi Home~ 95 WalkScore,10,Similar listing by same host
425576747,Rebecca,852460521953545344,La Casa Blanca en Mississisppi ~ 95 WalkScore,10,Similar listing by same host
425576747,Rebecca,49367412,The Art Deco Lounge ~ 95 WalkScore ~ Live Music,10,Similar listing by same host
76256027,Sieglinde,42362446,Marquam Hill Private Guest Room.,06,Same listing is available again
76256027,Sieglinde,47833375,Homestead Guest Suite,06,Similar listing by same host
378464004,Ernie,49401898,"Excellent Location, Close to Parks, Single Level",03,Same listing is available again
378464004,Ernie,1179315849893823744,"Fantastic 1920''s English Cottage w/ Patio, Seconds",03,Similar listing by same host
378464004,Ernie,1003773179923030656,"Impeccable Single Level Home, Pet Friendly, Fully",03,Similar listing by same host
378464004,Ernie,1350965129912658176,"Charming Updated Inner Southeast Portland Home,",03,Similar listing by same host
378464004,Ernie,43124643,"Cottage, Walk to MAX, Drinks, Dining, Full Kitchen",03,Similar listing by same host
378464004,Ernie,755546773009805696,Superbly Located Urban Retreat: Silver Falls,03,Similar listing by same host
378464004,Ernie,930641485021623808,"Immaculate and Private Space, Walk to Everything",03,Similar listing by same host
378464004,Ernie,45040754,"Pet Friendly, BBQ, Zoo, 5 Mins to Pearl District",03,Similar listing by same host
378464004,Ernie,616602031996803328,"Wonderful New Construction, Walk to Everything",03,Similar listing by same host
378464004,Ernie,48985082,"Walkable to Alberta Arts District, Single Level",03,Similar listing by same host
378464004,Ernie,1232043523557527808,SW Portland 4BR/3BA | 2 King Suites | Perfect for,03,Similar listing by same host
378464004,Ernie,726114668174057344,"Pristine Renovation w/ Epic Location, Hot Tub",03,Similar listing by same host
378464004,Ernie,51971055,"New Construction, Open Patio, Deck, BBQ, FireTable",03,Similar listing by same host
378464004,Ernie,1138634792355772544,"Perfectly Located Urban Retreat, Close to",03,Similar listing by same host
378464004,Ernie,1029082016777210880,"Exceptional Pet Friendly Home, Game Room w/ Pool",03,Similar listing by same host
378464004,Ernie,27263238,"Walk 2 Restaurants & Park, Private Entrance",03,Similar listing by same host
378464004,Ernie,752496894983364096,Fantastically Located Urban Retreat: Painted Hills,03,Similar listing by same host
378464004,Ernie,1116953962654468736,"Luxury Penthouse Living, Breathtaking Views, Huge",03,Similar listing by same host
25108179,Kristine,3898216,"SE PDX Apt, great location, full kitchen, private!",08,Same listing is available again
134123956,Chrissy,28307776,Margaux - Nostalgic Charmer in the Heart of PDX,09,Similar listing by same host
375626777,Michelle,5604467,The Perch - Relax in style/Walkable Location!,10,Similar listing by same host
375626777,Michelle,46608476,"Walkable Sanctuary near Shops, Dining & Downtown!",10,Similar listing by same host
375626777,Michelle,20167870,Explore Portland on Foot from Your Modern Retreat,10,Similar listing by same host
375626777,Michelle,13247486,Creative & Clean Bungalow in Portland Hot Spot,10,Similar listing by same host
3334201,John,1211828695481374720,#StayinMyDistrict Kenton Private Guest House,10,Similar listing by same host
2279513,Gabriel,7729130,Magic Barn  / Walk Score 93!,11,Same listing is available again
2279513,Gabriel,17762473,The Magic House / Walk Score 93!,11,Similar listing by same host
18800125,Ryan,42601276,RoseCity Getaway - New Modern Private Home,08,Same listing is available again
6000357,Christine,19683221,"Savor the Laid-Back, Bohemian Feel at a Sunny Urban Abode",03,Same listing is available again
165608988,Uldis,638467207947223040,Restaurant Row! Vibrant Lauralhurst Studio,05,Same listing is available again
73878176,Roann,21029021,Private apartment in a Portland Charmer,04,Same listing is available again
177359328,Peter,25683545,Fern Cabin,09,Same listing is available again
17342771,Julie,39535594,Private Two Bedroom Woodlawn Guest Suite,12,Same listing is available again
11214283,Marcia,39535594,Private Two Bedroom Woodlawn Guest Suite,09,Same listing is available again
123803544,James,19138065,* *Stylish Backyard Studio + Private Patio* *,03,Same listing is available again
522257307,Carolyn,595534429111070464,The Lily Pad is a place to come and relax.,08,Same listing is available again
233512367,April,25944358,Laurelhurst Holiday Charmer |  Family Friendly,12,Same listing is available again
57688744,Lisa,1107789,Cozy Portland Studio Apartment,04,Same listing is available again
22956597,Hayvard,53235251,Delightful Apartment In Historic Irvington Home!,03,Same listing is available again
490753001,Laura,619489034971227648,SE City Spa Retreat,04,Same listing is available again
371302730,Sean,35236468,Private Dog-Friendly Studio Near Downtown,06,Same listing is available again
516759465,Jacobo,45241064,"5min to Freeway, 15min to Airport/DT",11,Same listing is available again
516759465,Jacobo,34180606,New Home. 15m-airprt. 15m-DT. 40m-MT. 5m-lightrail,11,Similar listing by same host
27541858,Ken,39195215,Ladd''s Lodge: 2BD Apartment in Prime Location,06,Same listing is available again
2796829,Rob,36104735,#StayInMyDistrict St Johns Walk to dining & shops,07,Same listing is available again
2796829,Rob,36573110,#StayInMyDistrict Multnomah Village Modern Retreat,07,Similar listing by same host
2796829,Rob,25546113,#StayinMyDistrict Sellwood Private Garden Casita,07,Similar listing by same host
2796829,Rob,40451310,#StayInMyDistrict Raleigh Hills Serene Havens Nest,07,Similar listing by same host
2796829,Rob,45269553,#StayInMyDistrict Buckman Spacious Modern Rowhouse,07,Similar listing by same host
2796829,Rob,1182702205461855744,#StayinMyDistrict Alberta Arts Daylight Studio,07,Similar listing by same host
2796829,Rob,1211828695481374720,#StayinMyDistrict Kenton Private Guest House,07,Similar listing by same host
2796829,Rob,54354341,#StayInMyDistrict Piedmont Near Parks and Shopping,07,Similar listing by same host
2796829,Rob,785600127297331200,#StayInMyDistrict Overlook Backyard Tiny Suite,07,Similar listing by same host
2796829,Rob,52552937,#StayInMyDistrict Buckman Bright Spacious Townhome,07,Similar listing by same host
2796829,Rob,1221778226401159936,#StayinMyDistrict Sellwood Coco Rose Retreat,07,Similar listing by same host
2796829,Rob,553013219005188608,#StayinMyDistrict Pendelton Place Walk to Mt Tabor,07,Similar listing by same host
2796829,Rob,1211841126762877440,#StayInMyDistrict Sunnyside Vintage Charmer,07,Similar listing by same host
15714055,Anita,571659881329048320,Portland Hillside Retreat near OHSU & river,11,Same listing is available again
60152828,Lisa,571659881329048320,Portland Hillside Retreat near OHSU & river,04,Same listing is available again
155339209,Josh,997150,Cozy Kerns 1 bdrm Apt - Best PDX Neighborhood!,07,Same listing is available again
155339209,Josh,5362928,"Charming Kerns Apt - Times Out ""Best Neighborhood""",07,Similar listing by same host
121779,Lisa-Marie,20850115,Charming & Spacious 5BR Home in SE Portland,08,Same listing is available again
121779,Lisa-Marie,1196555556406046976,Charming & Spacious 2BR Home in SE Portland,08,Similar listing by same host
85967341,Deirdre,17012262,The Little House in the Heart of Concordia,06,Same listing is available again
234867009,Timothy,11363892,The Sunnyside Cottage ~ Local Shops & Nightlife,04,Same listing is available again
234867009,Timothy,1196522881547045376,The Sunnyside Cottage ~ Local Shops & Nightlife,04,Similar listing by same host
273870124,Rosa,53108500,Charming East Portland Base: Explore & Unwind,07,Same listing is available again
273870124,Rosa,1191471917136543744,"Historic PDX Home - Sleeps 6, Best Location",07,Similar listing by same host
273870124,Rosa,1277813417524489216,Charming 2BR Portland Base,07,Similar listing by same host
273870124,Rosa,47516744,"Historic PDX Home - Sleeps 10, Perfect Location",07,Similar listing by same host
162665484,Kathryn,19197609,The artFlat / Portland.Peaceful. Fun,12,Same listing is available again
413021107,William,13079154,Riverside 1bed 1bath with a view,11,Similar listing by same host
413021107,William,51422753,"River view, rooftop deck, 2bd 2ba",11,Similar listing by same host
393849117,Chris,48404757,Bright and Cozy NEPDX Suite,07,Same listing is available again
141619917,Linda,48404757,Bright and Cozy NEPDX Suite,04,Same listing is available again
9034940,Kit,51126705,Stylish 1BR garden guesthouse with patio near UofP,05,Same listing is available again
291712557,Gohei,31858709,Spotless Modern Steps from the Best Shops and Restaurants.,07,Same listing is available again
291712557,Gohei,15523295,Beautiful Basement Studio Mississippi Neighborhood,07,Similar listing by same host
4325958,Trysta,807235981511526656,Luxury Apartment with Laundry in Best Neighborhood,08,Same listing is available again
4325958,Trysta,613852331302199936,"Spacious Home, Best Area, King Beds, and Roof Deck",08,Similar listing by same host
4325958,Trysta,549568993052279488,"King Beds! Uniquely Portland, Luxury Craftsman",08,Similar listing by same host
4325958,Trysta,948722280357366400,King Beds. Games. Best Area with 95 Walk Score.,08,Similar listing by same host
4325958,Trysta,49445408,"Luxe Apartment! 95 walk score, Laundry, Patio!",08,Similar listing by same host
4325958,Trysta,21579586,Huge Home with King Beds in Prime Spot with Views!,08,Similar listing by same host
4325958,Trysta,1362622996140955648,Charming farmhouse in best area. Peaceful & Comfy.,08,Similar listing by same host
4232927,Diane,15225078,LoftHousePDX w/ Sauna & Hot Tub,11,Same listing is available again
2240454,Valentine,15225078,LoftHousePDX w/ Sauna & Hot Tub,05,Same listing is available again
367003303,Destinee,49425107,Kenton Hotel Cannon Suite * Monthly Rates,10,Same listing is available again
367003303,Destinee,49425236,Kenton Hotel Tillamook Suite,10,Similar listing by same host
367003303,Destinee,49437507,Artistic Suite at the Kenton Hotel,10,Similar listing by same host
367003303,Destinee,49423213,Kenton Hotel River Suite,10,Similar listing by same host
367003303,Destinee,49423336,Kenton Hotel Mt. Hood Suite,10,Similar listing by same host
367003303,Destinee,49436160,Kenton Hotel Snow Suite * Monthly Rates,10,Similar listing by same host
367003303,Destinee,49435826,Kenton Hotel Eclectic Suite,10,Similar listing by same host
367003303,Destinee,49347736,Playful Suite at the Kenton Hotel,10,Similar listing by same host
367003303,Destinee,842975023676053504,"Rent Entire Hotel for Weddings, Reunions, and More",10,Similar listing by same host
367003303,Destinee,49435388,Kenton Hotel City of Roses Suite,10,Similar listing by same host
367003303,Destinee,49435130,Kenton Hotel 3 Sisters Suite,10,Similar listing by same host
367003303,Destinee,49637022,Kenton Hotel Columbia Gorge Suite,10,Similar listing by same host
367003303,Destinee,49423032,Kenton Hotel Rose Garden Suite,10,Similar listing by same host
367003303,Destinee,49420902,Kenton Hotel Blue Forest Suite,10,Similar listing by same host
367003303,Destinee,49435676,Kenton Hotel Crater Lake Suite,10,Similar listing by same host
367003303,Destinee,49435494,Kenton Hotel Lighthouse Suite,10,Similar listing by same host
109360677,Shannon,20300889,★Modern Nob Hill Getaway★,06,Same listing is available again
99962538,Gwendolyn,21430359,"Truly Local Experience, Steps from Restaurant Row!",05,Same listing is available again
8521353,Cassandra,30793573,Welcome Home,12,Same listing is available again
8521353,Cassandra,19530684,Orchard View-Stucco,12,Similar listing by same host
8521353,Cassandra,13332861,StokeWood Lodge,12,Similar listing by same host
49895041,LoriLee,5630762,Charming SW     Artist''s Retreat,12,Same listing is available again
362666914,Bradley,4512280,"1,615 Great Reviews: Heart of Sellwood",03,Same listing is available again
362666914,Bradley,28197448,1700+ Great Reviews! We make your choice easy,03,Similar listing by same host
362666914,Bradley,4559235,Great Reviews! Heart of Sellwood,03,Similar listing by same host
114401024,Mary,26300261,Woodstock Farmhouse,08,Same listing is available again
291687748,Rob,625140933665613952,New and modern guesthouse with free street parking,10,Same listing is available again
60848535,Mary,29216225,"Eastwood Loft Foodie''s Delight, Pet Friendly",05,Same listing is available again
60848535,Mary,26452292,"Dogwood Loft -cozy neighborhood, pet friendly",05,Similar listing by same host
60848535,Mary,26272298,Stroll to Restaurants New Laurelhurst Loft,05,Similar listing by same host
60848535,Mary,21013818,Loft Living Steps From Laurelhurst’s Hip Restaurant Scene,05,Similar listing by same host
60848535,Mary,20935576,Ankeny Loft Just a Block From East Burnside,05,Similar listing by same host
38442765,Debbie,44461752,Waterfall Lodge,07,Same listing is available again
546236527,Ingrid,4923100,"New Cozy Basement Suite, Private Entry, Hawthorne",11,Same listing is available again
325889287,Jonathan,18887342,Tiny Farmhouse in the Heart of Belmont- Hawthorne,08,Same listing is available again
293252919,Miriam,28012054,Alberta Arts Oasis: Basil''s Garden Room,12,Same listing is available again
196082343,Osiris,53650635,"Minnesota Room (Located in Portland, OR)",07,Same listing is available again
20630454,Chancy,53650635,"Minnesota Room (Located in Portland, OR)",06,Same listing is available again
852183,Liz,53689406,El Rancho Fantastico#1(4.5 miles from pdx airport),06,Same listing is available again
852183,Liz,54245996,El Rancho Fantastico  (4.5 miles from airport),06,Similar listing by same host
38858864,Linda,38491322,Tidy Studio- Newly built in Foster Powell,05,Same listing is available again
23027563,Barbara,583556948734718976,Cheers from Mississippi Ave,10,Similar listing by same host
23027563,Barbara,40602080,NE Portland Private Entry Studio-Walking Distance,10,Similar listing by same host
393903584,Elizabeth,676281142555739520,Heart of Hawthorne bed and bath,08,Same listing is available again
359476988,TeCara,29687631,Close-in Private getaway in the trees.,03,Same listing is available again
64447400,Charles,27787557,"Back Porch Bungalow-2 guests, 1 bdrm, private bath",06,Same listing is available again
64447400,Charles,32616529,"The PitStop - 2bdrm, 4 guests, private bath",06,Similar listing by same host
64447400,Charles,38131490,"Precious Dash Space- 4 guests, 2bdrm, private bath",06,Similar listing by same host
428312577,Jill,27787557,"Back Porch Bungalow-2 guests, 1 bdrm, private bath",05,Same listing is available again
428312577,Jill,32616529,"The PitStop - 2bdrm, 4 guests, private bath",05,Similar listing by same host
428312577,Jill,38131490,"Precious Dash Space- 4 guests, 2bdrm, private bath",05,Similar listing by same host
85381375,Gina,27787557,"Back Porch Bungalow-2 guests, 1 bdrm, private bath",04,Same listing is available again
85381375,Gina,32616529,"The PitStop - 2bdrm, 4 guests, private bath",04,Similar listing by same host
85381375,Gina,38131490,"Precious Dash Space- 4 guests, 2bdrm, private bath",04,Similar listing by same host
27032034,Benji,49278231,The Retrouvailles Suite ~ Espresso & Craft Brews,09,Same listing is available again
27032034,Benji,11089716,"Casa Solárium ~ Local Eateries, Parks & Espresso",09,Similar listing by same host
27032034,Benji,50342821,The Étoile Suite ~ Nob Architecture & Boutiques,09,Similar listing by same host
27032034,Benji,50342994,The Tournesol Suite ~ Leisurely Strolls on NW 23rd,09,Similar listing by same host
27032034,Benji,1248705532694233600,"Sunny PDX 2BR ~ Local Eateries, Parks & Espresso",09,Similar listing by same host
51410610,Patsy,45413851,Dionysian Gardens Suite,06,Same listing is available again
27292354,Raj,17866124,The Book House. Quiet Stay: Twin Bed with Balcony,10,Same listing is available again
27292354,Raj,17269218,The Book House: Quiet Queen,10,Similar listing by same host
456896090,Paul,17866124,The Book House. Quiet Stay: Twin Bed with Balcony,09,Same listing is available again
456896090,Paul,17269218,The Book House: Quiet Queen,09,Similar listing by same host
13778390,Colleen,17866124,The Book House. Quiet Stay: Twin Bed with Balcony,07,Same listing is available again
13778390,Colleen,17269218,The Book House: Quiet Queen,07,Similar listing by same host
292648245,Tamara,17866124,The Book House. Quiet Stay: Twin Bed with Balcony,04,Same listing is available again
292648245,Tamara,17269218,The Book House: Quiet Queen,04,Similar listing by same host
325881315,Audrey,36200533,"Hotel Rose, Suite of Roses Accessible w/Shower",12,Same listing is available again
325881315,Audrey,36199830,"Hotel Rose, Stumptown King",12,Similar listing by same host
325881315,Audrey,36200927,"Hotel Rose, Bridgetown Two Doubles",12,Similar listing by same host
325881315,Audrey,36200612,"Hotel Rose, Bridgetown King",12,Similar listing by same host
325881315,Audrey,36200025,"Hotel Rose, Stumptown King Accessible w/Shower",12,Similar listing by same host
325881315,Audrey,36200673,"Hotel Rose, PDX Queen",12,Similar listing by same host
325881315,Audrey,36200434,"Hotel Rose, Stumptown Two Doubles",12,Similar listing by same host
325881315,Audrey,36199575,"Hotel Rose, Stumptown Balcony King",12,Similar listing by same host
325881315,Audrey,36200233,"Hotel Rose, Stumptown King Accessible w/Tub",12,Similar listing by same host
325881315,Audrey,36200341,"Hotel Rose, Stumptown King Suite",12,Similar listing by same host
325881315,Audrey,36199672,"Hotel Rose, Stumptown Balcony Two Doubles",12,Similar listing by same host
274020978,Annie,1156182653769621504,"Casita Studio, W/D & Workspace",11,Similar listing by same host
520591585,Alyssa,77522,Spacious Suite in Eastmoreland/SE. Hot Tub Dogs OK,12,Same listing is available again
135147243,Scott,27262964,YeOldeTinyHouse/Alberta Arts/Promo until 5/22,04,Same listing is available again
15518877,Tomas,39441888,Alberta Arts Happy Home - Walk Score = 92,05,Same listing is available again
15518877,Tomas,716870129902164864,The Writer’s Den,05,Similar listing by same host
15518877,Tomas,27783538,Alberta Arts Townhome,05,Similar listing by same host
15518877,Tomas,52843369,The Artist Sanctuary,05,Similar listing by same host
496996985,Carrie,27163639,Starla! Farm Stay Camper 20m to downtown!,03,Same listing is available again
496996985,Carrie,1039951678032368512,Family Farm Camper,03,Similar listing by same host
496996985,Carrie,26608214,Yurt Meadow Retreat - on farm by nature park,03,Similar listing by same host
496996985,Carrie,639869013921454208,Violet''s Chalet A-frame Farm/Meadow Retreat,03,Similar listing by same host
496996985,Carrie,792355334800404352,Vagabond  Farm /Nature retreat,03,Similar listing by same host
109200277,Doug,1917726,Northeast Portland Studio with Private Entrance,12,Same listing is available again
439168379,Allison,4644858,Central Historic Irvington Suite,06,Same listing is available again
318374341,Sam,23626383,The Portland Oregon Dome!     w/ Elec Car Charging,11,Same listing is available again
532776509,Gary,803571153281560576,"Sunstone House Sunny, desk, close dining & transit",10,Same listing is available again
532776509,Gary,813684425473155072,"Sunstone House, Kenton/Arbor lodge on transit",10,Similar listing by same host
532776509,Gary,886952564101591040,"Sunstone House, Sunny, Desk, Safe, transit/dining",10,Similar listing by same host
532776509,Gary,806509557115505152,"Sunstone House, secure, wifi,  kitchen, laundry",10,Similar listing by same host
532776509,Gary,796332063442924416,"Sunstone House XL Master, wifi, desk, sink/vanity,",10,Similar listing by same host
532776509,Gary,807167221557469824,"Sunstone House walkable, wi-fi, transit/dining",10,Similar listing by same host
532776509,Gary,1171644337801975552,"Sunstone House  Queen, Vibrant Kenton neighborhood",10,Similar listing by same host
532776509,Gary,806457860498752768,"Sunstone House Wi-fi, kitchen, laundry on buslines",10,Similar listing by same host
532776509,Gary,1185547509214938112,"Sunstone House Large room, wi-fi, transit, dining",10,Similar listing by same host
532776509,Gary,806550807101306624,"Sunstone House Petite lavender, secure, on transit",10,Similar listing by same host
532776509,Gary,910045500215544064,"Sunstone House XL Master, A/C, Desk, sink/vanity.",10,Similar listing by same host
604017,Burk,27054795,* Peaceful & Convenient* Guest House in NE PDX,05,Same listing is available again
452347661,Carolyn,823349273592783232,Explore Portland from a Modern Private Suite,07,Same listing is available again
452347661,Carolyn,781849783860879872,Cozy Suite in the heart of Portland,07,Similar listing by same host
472779819,Ben,5604467,The Perch - Relax in style/Walkable Location!,10,Similar listing by same host
472779819,Ben,46608476,"Walkable Sanctuary near Shops, Dining & Downtown!",10,Similar listing by same host
472779819,Ben,20167870,Explore Portland on Foot from Your Modern Retreat,10,Similar listing by same host
472779819,Ben,13247486,Creative & Clean Bungalow in Portland Hot Spot,10,Similar listing by same host
7741743,Nicole,35548744,Stylish Vintage Retreat: Art+Vinyl+Fenced Yard+BBQ,03,Same listing is available again
269805554,Winston,40098476,Private & Cozy Casita,10,Same listing is available again
392317073,Alec,40098476,Private & Cozy Casita,04,Same listing is available again
349162564,Peter,48770826,Designer owned home on Vibrant Williams Avenue,06,Same listing is available again
349162564,Peter,1021781616484144128,Designer Owned Suite in Historic Hollywood,06,Similar listing by same host
507643952,Sandra,869131332756468736,El Oasis,08,Same listing is available again
507643952,Sandra,843557718047015040,Casa Nena,08,Similar listing by same host
247553552,Megan,6433274,Historic Home - Walk to Hawthorne!,07,Same listing is available again
374289799,Jordan,849568848535912320,Furnished Waterfront Portland  near Pearl district,04,Same listing is available again
509818618,Kevin,22568125,Roseway Basecamp  near PDX Airport,06,Same listing is available again
450765892,Ian,51004705,Lovely location. 4 BR Pearl apt. Sleeps 8.,11,Same listing is available again
450765892,Ian,51004521,Portland''s Finest - Luxury Pearl District 4 BR,11,Similar listing by same host
450765892,Ian,51004851,Unique 8 BR Private Home in Pearl District,11,Similar listing by same host
450765892,Ian,1245101549395710976,Luxurious Portland 2BR in the Pearl District,11,Similar listing by same host
450765892,Ian,1314617822483906816,"Unique Portland Home in Pearl District, Sleeps 4",11,Similar listing by same host
21220098,Nicholas,12482738,Light Airy Bedroom for Two Close to the Airport,04,Same listing is available again
21220098,Nicholas,15646823,Quiet Stay In Overlook near the Airport,04,Similar listing by same host
282480875,Mary,14319174,Woodstock Tiny House,05,Same listing is available again
122412148,Stella,22686855,1 BR in N. Mississippi Food and Arts District,05,Same listing is available again
1235325,Kristin,1130031081574563456,Modern Family Farmhouse,04,Similar listing by same host
4440721,Pınar,744104995413838720,Luxury Tiny House Getaway,04,Same listing is available again
507865880,Riyah Realty LLC,45165226,Stylish Hawthorne 1BR w 90 WalkScore,04,Same listing is available again
507865880,Riyah Realty LLC,20788623,Comfy SE Portland Apartment - Great Eats/Bars,04,Similar listing by same host
507865880,Riyah Realty LLC,25037353,The Creative Oasis on Hawthorne,04,Similar listing by same host
507865880,Riyah Realty LLC,1251788592876791040,2BR Bohemian Oasis ~ Food & Craft Beer Lovers,04,Similar listing by same host
507865880,Riyah Realty LLC,28293489,"Bohemian Oasis ~ Food, Coffee & Craft Beer Lovers",04,Similar listing by same host
507865880,Riyah Realty LLC,20479122,"PDX Art Deco Lounge ~ Local Eateries, Bars & Shops",04,Similar listing by same host
429043277,Gerald,43236902,Angel''s Rest,04,Same listing is available again
459796230,Cliffton,576978457059936512,Newly Renovated Beautiful Place for Happy Hearts!,03,Same listing is available again
469671498,Jessica,4256044,Thoughtfully Detailed & Appointed Guest Suite,04,Same listing is available again
469671498,Jessica,1144243912847040512,"Private ADU 2 Bed Suite, Private Bath, Kitchenette",04,Similar listing by same host
469671498,Jessica,3774635,Cozy for 1 in Portland''s Safe Central NE Portland,04,Similar listing by same host
25040513,Charlie,34122310,Single Bunk Bed at The Society Hotel,11,Same listing is available again
25040513,Charlie,34123277,Suite at The Society Hotel,11,Similar listing by same host
25040513,Charlie,34122118,Premium Suite at The Society Hotel,11,Similar listing by same host
25040513,Charlie,34121174,"Standard Queen, Shared Baths at The Society Hotel",11,Similar listing by same host
333029752,Dabel,34122310,Single Bunk Bed at The Society Hotel,11,Same listing is available again
333029752,Dabel,34123277,Suite at The Society Hotel,11,Similar listing by same host
333029752,Dabel,34122118,Premium Suite at The Society Hotel,11,Similar listing by same host
333029752,Dabel,34121174,"Standard Queen, Shared Baths at The Society Hotel",11,Similar listing by same host
5266663,Lynny,43205207,Luxury Private 2 Bedroom Apartment w/Healthclub,10,Similar listing by same host
46181716,Nathan,22654722,NE Portland studio with private courtyard,03,Same listing is available again
162946474,Jenni,53432624,Cozy private room in a charming FoPo home,09,Same listing is available again
517684149,Alisha,53432624,Cozy private room in a charming FoPo home,06,Same listing is available again
615249,Lowell,38131490,"Precious Dash Space- 4 guests, 2bdrm, private bath",07,Same listing is available again
615249,Lowell,27787557,"Back Porch Bungalow-2 guests, 1 bdrm, private bath",07,Similar listing by same host
615249,Lowell,32616529,"The PitStop - 2bdrm, 4 guests, private bath",07,Similar listing by same host
51789952,Sonya,38131490,"Precious Dash Space- 4 guests, 2bdrm, private bath",06,Same listing is available again
51789952,Sonya,27787557,"Back Porch Bungalow-2 guests, 1 bdrm, private bath",06,Similar listing by same host
51789952,Sonya,32616529,"The PitStop - 2bdrm, 4 guests, private bath",06,Similar listing by same host
269092653,Dyan,19208182,Rad Daylight Basement in 1959 Split Level Ranch,11,Same listing is available again
124264941,Mike,34535868,"Beautiful ""Music Studio"" on the End of the Street",06,Same listing is available again
69884404,Nathan,805946732909641472,Garden Apartment Gem,04,Same listing is available again
56661385,Sharon,2950282,Portland Cottage with Kitchenette,05,Same listing is available again
6991028,Frances,41839542,Fireplace Flat  private 725 Sq Ft apt near U of P,05,Same listing is available again
278942780,James,48676845,Super Large Centrally located house,04,Same listing is available again
278942780,James,34355963,Centrally located house for large group,04,Similar listing by same host
119619090,Dylan,1160903024999966464,Urban Treehouse on Mt Scott,10,Similar listing by same host
